CUSTOMERNAME,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,CITY,COUNTRY
"Corrida Auto Replicas, Ltd",73.7,3390.2,5/28/2003 0:00,Shipped,Vintage Cars,46,Madrid,Spain
Souveniers And Things Co.,71.2,1424,7/16/2003 0:00,Shipped,Vintage Cars,20,Chatswood,Australia
"Dragon Souveniers, Ltd.",49.97,1499.1,9/19/2003 0:00,Shipped,Vintage Cars,30,Singapore,Singapore
Classic Legends Inc.,69.96,3358.08,10/20/2003 0:00,Shipped,Vintage Cars,48,NYC,USA
Rovelli Gifts,53.72,1504.16,11-05-03 0:00,Shipped,Vintage Cars,28,Bergamo,Italy
"Classic Gift Ideas, Inc",68.08,2655.12,11/13/2003 0:00,Shipped,Vintage Cars,39,Philadelphia,USA
"Australian Collectables, Ltd",51.84,1244.16,11/21/2003 0:00,Shipped,Vintage Cars,24,Glen Waverly,Australia
Canadian Gift Exchange Network,67.46,1888.88,12-05-03 0:00,Shipped,Vintage Cars,28,Vancouver,Canada
West Coast Collectables Co.,58.71,1820.01,1/29/2004 0:00,Shipped,Vintage Cars,31,Burbank,USA
Cambridge Collectables Co.,63.71,2866.95,03-10-04 0:00,Shipped,Vintage Cars,45,Cambridge,USA
Euro Shopping Channel,58.09,1394.16,4/29/2004 0:00,Shipped,Vintage Cars,24,Madrid,Spain
The Sharp Gifts Warehouse,53.72,2632.28,6/14/2004 0:00,Shipped,Vintage Cars,49,San Jose,USA
Salzburg Collectables,63.08,2018.56,7/16/2004 0:00,Shipped,Vintage Cars,32,Salzburg,Austria
Amica Models & Co.,68.71,2954.53,8/17/2004 0:00,Shipped,Vintage Cars,43,Torino,Italy
Scandinavian Gift Ideas,50.59,1871.83,09-08-04 0:00,Shipped,Vintage Cars,37,Boras,Sweden
Auto Assoc. & Cie.,64.96,1559.04,10-11-04 0:00,Shipped,Vintage Cars,24,Versailles,France
Mini Gifts Distributors Ltd.,53.72,1880.2,10/21/2004 0:00,Shipped,Vintage Cars,35,San Rafael,USA
Online Diecast Creations Co.,29.87,1224.67,11-04-04 0:00,Shipped,Vintage Cars,41,Nashua,USA
"AV Stores, Co.",100,2979.08,11/17/2004 0:00,Shipped,Vintage Cars,26,Manchester,UK
"Australian Collectors, Co.",64.96,2208.64,11/29/2004 0:00,Shipped,Vintage Cars,34,Melbourne,Australia
Mini Gifts Distributors Ltd.,70.58,3458.42,12-10-04 0:00,Shipped,Vintage Cars,49,San Rafael,USA
Collectables For Less Inc.,44.21,1237.88,1/20/2005 0:00,Shipped,Vintage Cars,28,Brickhaven,USA
Corporate Gift Ideas Co.,68.08,2723.2,2/17/2005 0:00,Shipped,Vintage Cars,40,San Francisco,USA
Mini Auto Werke,59.96,2218.52,03-10-05 0:00,Shipped,Vintage Cars,37,Graz,Austria
Petit Auto,53.72,1665.32,5/30/2005 0:00,In Process,Vintage Cars,31,Bruxelles,Belgium
Rovelli Gifts,83.44,3421.04,2/17/2003 0:00,Shipped,Ships,41,Bergamo,Italy
Salzburg Collectables,89.46,1878.66,4/28/2003 0:00,Shipped,Ships,21,Salzburg,Austria
Auto-Moto Classics Inc.,96.34,3853.6,6/16/2003 0:00,Shipped,Ships,40,Brickhaven,USA
Mini Creations Ltd.,74.84,3442.64,08-10-03 0:00,Shipped,Ships,46,New Bedford,USA
"Toys of Finland, Co.",79.14,3482.16,10-06-03 0:00,Shipped,Ships,44,Helsinki,Finland
Scandinavian Gift Ideas,73.12,3363.52,10/23/2003 0:00,Cancelled,Ships,46,Boras,Sweden
Alpha Cognac,81.72,3350.52,11-08-03 0:00,Shipped,Ships,41,Toulouse,France
"Double Decker Gift Stores, Ltd",89.46,2862.72,11/14/2003 0:00,Shipped,Ships,32,London,UK
Enaco Distributors,87.74,4036.04,11/26/2003 0:00,Shipped,Ships,46,Barcelona,Spain
"Men 'R' US Retailers, Ltd.",100,2817.92,01-09-04 0:00,Shipped,Ships,28,Los Angeles,USA
Collectable Mini Designs Co.,94.62,4636.38,2/19/2004 0:00,Shipped,Ships,49,San Diego,USA
Land of Toys Inc.,73.98,1553.58,05-07-04 0:00,Cancelled,Ships,21,NYC,USA
Euro Shopping Channel,84.3,2697.6,6/24/2004 0:00,Cancelled,Ships,32,Madrid,Spain
Petit Auto,98.06,3334.04,7/21/2004 0:00,Shipped,Ships,34,Bruxelles,Belgium
"Royal Canadian Collectables, Ltd.",98.06,2059.26,8/20/2004 0:00,Shipped,Ships,21,Tsawassen,Canada
"Bavarian Collectables Imports, Co.",96.34,2023.14,9/15/2004 0:00,Shipped,Ships,21,Munich,Germany
"Classic Gift Ideas, Inc",83.44,2586.64,10/14/2004 0:00,Shipped,Ships,31,Philadelphia,USA
giftsbymail.co.uk,94.62,1987.02,11-01-04 0:00,Shipped,Ships,21,Cowes,UK
Danish Wholesale Imports,45.86,1146.5,11-10-04 0:00,Resolved,Ships,25,Kobenhavn,Denmark
Royale Belge,82.58,2312.24,11/22/2004 0:00,Shipped,Ships,28,Charleroi,Belgium
Euro Shopping Channel,64.97,2793.71,12-02-04 0:00,Shipped,Ships,43,Madrid,Spain
"Oulu Toy Supplies, Inc.",86.74,1908.28,1/31/2005 0:00,Shipped,Ships,22,Oulu,Finland
Euro Shopping Channel,93.01,3441.37,03-01-05 0:00,Resolved,Ships,37,Madrid,Spain
Reims Collectables,72.26,2023.28,3/30/2005 0:00,Shipped,Ships,28,Reims,France
The Sharp Gifts Warehouse,74.84,2245.2,04-01-05 0:00,Shipped,Ships,30,San Jose,USA
Gifts4AllAges.com,73.98,3255.12,05-06-05 0:00,On Hold,Ships,44,Boston,USA
Baane Mini Imports,100,2539.5,1/29/2003 0:00,Shipped,Vintage Cars,25,Stavern,Norway
Mini Wheels Co.,100,4818.15,3/25/2003 0:00,Shipped,Vintage Cars,43,San Francisco,USA
"Corrida Auto Replicas, Ltd",97.39,2921.7,5/28/2003 0:00,Shipped,Vintage Cars,30,Madrid,Spain
Souveniers And Things Co.,90.06,1801.2,7/16/2003 0:00,Shipped,Vintage Cars,20,Chatswood,Australia
"Dragon Souveniers, Ltd.",100,2804.36,9/19/2003 0:00,Shipped,Vintage Cars,26,Singapore,Singapore
Classic Legends Inc.,100,4900.8,10/20/2003 0:00,Shipped,Vintage Cars,40,NYC,USA
Rovelli Gifts,89.01,2759.31,11-05-03 0:00,Shipped,Vintage Cars,31,Bergamo,Italy
"Classic Gift Ideas, Inc",100,2488.2,11/13/2003 0:00,Shipped,Vintage Cars,22,Philadelphia,USA
"Australian Collectables, Ltd",100,2769.89,11/21/2003 0:00,Shipped,Vintage Cars,23,Glen Waverly,Australia
Canadian Gift Exchange Network,100,3581.4,12-05-03 0:00,Shipped,Vintage Cars,30,Vancouver,Canada
West Coast Collectables Co.,100,5285.14,1/29/2004 0:00,Shipped,Vintage Cars,49,Burbank,USA
Cambridge Collectables Co.,100,3181.53,03-10-04 0:00,Shipped,Vintage Cars,31,Cambridge,USA
Euro Shopping Channel,100,3340.51,4/29/2004 0:00,Shipped,Vintage Cars,29,Madrid,Spain
The Sharp Gifts Warehouse,84.82,3138.34,6/14/2004 0:00,Shipped,Vintage Cars,37,San Jose,USA
Souveniers And Things Co.,100,4775.08,7/19/2004 0:00,Shipped,Vintage Cars,38,Chatswood,Australia
Amica Models & Co.,100,3006.43,8/17/2004 0:00,Shipped,Vintage Cars,29,Torino,Italy
Scandinavian Gift Ideas,100,2866.26,09-08-04 0:00,Shipped,Vintage Cars,23,Boras,Sweden
Auto Assoc. & Cie.,85.87,2232.62,10-11-04 0:00,Shipped,Vintage Cars,26,Versailles,France
Mini Gifts Distributors Ltd.,100,4457.02,10/21/2004 0:00,Shipped,Vintage Cars,38,San Rafael,USA
Online Diecast Creations Co.,47.04,2257.92,11-04-04 0:00,Shipped,Vintage Cars,48,Nashua,USA
"AV Stores, Co.",39.8,1592,11/17/2004 0:00,Shipped,Vintage Cars,40,Manchester,UK
"Australian Collectors, Co.",100,4948.2,11/29/2004 0:00,Shipped,Vintage Cars,45,Melbourne,Australia
Mini Gifts Distributors Ltd.,100,5160.76,12-10-04 0:00,Shipped,Vintage Cars,44,San Rafael,USA
Collectables For Less Inc.,94.22,1978.62,1/20/2005 0:00,Shipped,Vintage Cars,21,Brickhaven,USA
Corporate Gift Ideas Co.,100,4288.2,2/17/2005 0:00,Shipped,Vintage Cars,35,San Francisco,USA
Mini Auto Werke,86.92,2520.68,03-10-05 0:00,Shipped,Vintage Cars,29,Graz,Austria
Petit Auto,84.82,1781.22,5/30/2005 0:00,In Process,Vintage Cars,21,Bruxelles,Belgium
Danish Wholesale Imports,100,3065.04,02-11-03 0:00,Shipped,Vintage Cars,22,Kobenhavn,Denmark
"Dragon Souveniers, Ltd.",100,3551.34,4/16/2003 0:00,Shipped,Vintage Cars,26,Singapore,Singapore
Euro Shopping Channel,100,5544.02,06-06-03 0:00,Shipped,Vintage Cars,41,Madrid,Spain
Mini Gifts Distributors Ltd.,100,6034.33,08-08-03 0:00,Shipped,Vintage Cars,47,San Rafael,USA
Euro Shopping Channel,100,3641.57,9/28/2003 0:00,Shipped,Vintage Cars,31,Madrid,Spain
FunGiftIdeas.com,100,6930.74,10/21/2003 0:00,Shipped,Vintage Cars,43,New Bedford,USA
CAF Imports,100,3675.63,11-07-03 0:00,Shipped,Vintage Cars,23,Madrid,Spain
Mini Creations Ltd.,100,3442.04,11/14/2003 0:00,Shipped,Vintage Cars,28,New Bedford,USA
Super Scale Inc.,100,6893.81,11/26/2003 0:00,Shipped,Vintage Cars,49,New Haven,USA
"Saveley & Henriot, Co.",100,2622.48,01-02-04 0:00,Shipped,Vintage Cars,24,Lyon,France
Petit Auto,100,4417.38,2/18/2004 0:00,Shipped,Vintage Cars,33,Bruxelles,Belgium
giftsbymail.co.uk,100,3606.02,3/20/2004 0:00,Shipped,Vintage Cars,22,Cowes,UK
Land of Toys Inc.,100,3802.56,05-07-04 0:00,Cancelled,Vintage Cars,32,NYC,USA
Petit Auto,100,5026.4,7/21/2004 0:00,Shipped,Vintage Cars,40,Bruxelles,Belgium
Mini Gifts Distributors Ltd.,100,6695.53,8/20/2004 0:00,Shipped,Vintage Cars,43,San Rafael,USA
Amica Models & Co.,100,2819.28,09-09-04 0:00,Shipped,Vintage Cars,24,Torino,Italy
"AV Stores, Co.",100,3759.04,10/14/2004 0:00,Shipped,Vintage Cars,32,Manchester,UK
Heintze Collectables,100,2731.8,10/22/2004 0:00,Shipped,Vintage Cars,20,Aaarhus,Denmark
Baane Mini Imports,69.12,1658.88,11-05-04 0:00,Shipped,Vintage Cars,24,Stavern,Norway
"La Corne D'abondance, Co.",100,5778.24,11/20/2004 0:00,Shipped,Vintage Cars,48,Paris,France
Euro Shopping Channel,100,5191.12,12-02-04 0:00,Shipped,Vintage Cars,44,Madrid,Spain
"Tokyo Collectables, Ltd",100,3862.88,1/26/2005 0:00,Shipped,Vintage Cars,28,Minato-ku,Japan
Euro Shopping Channel,61.52,1476.48,2/22/2005 0:00,Shipped,Vintage Cars,24,Madrid,Spain
Mini Gifts Distributors Ltd.,100,5273.73,3/23/2005 0:00,Shipped,Vintage Cars,33,San Rafael,USA
Gifts4AllAges.com,100,4872.03,05-06-05 0:00,On Hold,Vintage Cars,41,Boston,USA
Euro Shopping Channel,100,4556.99,1/31/2003 0:00,Shipped,Classic Cars,23,Madrid,Spain
Motor Mint Distributors Inc.,100,8257,03-10-03 0:00,Shipped,Classic Cars,46,Philadelphia,USA
"La Corne D'abondance, Co.",100,8209.44,04-01-03 0:00,Shipped,Classic Cars,48,Paris,France
Marseille Mini Autos,100,3598.5,05-08-03 0:00,Shipped,Classic Cars,25,Marseille,France
Muscle Machine Inc,100,3837.24,06-03-03 0:00,Shipped,Classic Cars,22,NYC,USA
Alpha Cognac,100,8331.61,07-04-03 0:00,Shipped,Classic Cars,41,Toulouse,France
Suominen Souveniers,100,4836.5,08-01-03 0:00,Shipped,Classic Cars,34,Espoo,Finland
"Anna's Decorations, Ltd",100,5418.88,09-11-03 0:00,Shipped,Classic Cars,32,North Sydney,Australia
"Oulu Toy Supplies, Inc.",100,3734.01,9/21/2003 0:00,Shipped,Classic Cars,21,Oulu,Finland
"Men 'R' US Retailers, Ltd.",100,3996.4,10-11-03 0:00,Shipped,Classic Cars,20,Los Angeles,USA
"Dragon Souveniers, Ltd.",100,8754.69,10/22/2003 0:00,Shipped,Classic Cars,47,Singapore,Singapore
Quebec Home Shopping Network,100,5481.45,11-05-03 0:00,Shipped,Classic Cars,39,Montreal,Canada
"Stylish Desk Decors, Co.",100,4419.89,11-06-03 0:00,Shipped,Classic Cars,29,London,UK
Herkku Gifts,100,6324.75,11-12-03 0:00,Shipped,Classic Cars,45,Bergen,Norway
"Iberia Gift Imports, Corp.",100,4409.72,11/14/2003 0:00,Shipped,Classic Cars,28,Sevilla,Spain
Online Diecast Creations Co.,100,3918.46,11/20/2003 0:00,Shipped,Classic Cars,26,Nashua,USA
Mini Classics,100,7620.5,11/25/2003 0:00,Shipped,Classic Cars,50,White Plains,USA
Euro Shopping Channel,100,8291.04,12-02-03 0:00,Shipped,Classic Cars,48,Madrid,Spain
Diecast Collectables,100,3937.25,12-09-03 0:00,Shipped,Classic Cars,25,Boston,USA
Euro Shopping Channel,100,5554.4,1/16/2004 0:00,Shipped,Classic Cars,40,Madrid,Spain
"Vida Sport, Ltd",100,6407.86,2/22/2004 0:00,Shipped,Classic Cars,43,Gensve,Switzerland
Mini Gifts Distributors Ltd.,100,4172.52,03-11-04 0:00,Shipped,Classic Cars,22,San Rafael,USA
"Oulu Toy Supplies, Inc.",100,7083.37,04-12-04 0:00,Shipped,Classic Cars,47,Oulu,Finland
Euro Shopping Channel,100,7132.68,05-05-04 0:00,Shipped,Classic Cars,36,Madrid,Spain
"UK Collectables, Ltd.",100,6773.6,06-01-04 0:00,Cancelled,Classic Cars,40,Liverpool,UK
Handji Gifts& Co,100,3657.69,6/15/2004 0:00,Shipped,Classic Cars,27,Singapore,Singapore
L'ordine Souveniers,100,4812.55,07-06-04 0:00,Shipped,Classic Cars,29,Reggio Emilia,Italy
Mini Gifts Distributors Ltd.,100,3928.6,7/20/2004 0:00,Shipped,Classic Cars,20,San Rafael,USA
Signal Gift Stores,100,6401.22,08-06-04 0:00,Shipped,Classic Cars,42,Las Vegas,USA
Diecast Classics Inc.,100,4191.25,8/19/2004 0:00,Shipped,Classic Cars,25,Allentown,USA
"Vida Sport, Ltd",100,5852.52,8/30/2004 0:00,Shipped,Classic Cars,36,Gensve,Switzerland
Land of Toys Inc.,100,2844.87,09-08-04 0:00,Shipped,Classic Cars,21,NYC,USA
"Norway Gifts By Mail, Co.",100,4011.66,10-05-03 0:00,Shipped,Classic Cars,23,Oslo,Norway
Marta's Replicas Co.,100,7455.87,10/13/2004 0:00,Shipped,Classic Cars,37,Cambridge,USA
"Toms Spezialitten, Ltd",100,8940.96,10/16/2004 0:00,Shipped,Classic Cars,48,Koln,Germany
Canadian Gift Exchange Network,100,4572.25,10/22/2004 0:00,Shipped,Classic Cars,25,Vancouver,Canada
FunGiftIdeas.com,100,5700.09,11-04-04 0:00,Shipped,Classic Cars,33,New Bedford,USA
Vitachrome Inc.,100,3155.49,11-05-04 0:00,Shipped,Classic Cars,27,NYC,USA
Motor Mint Distributors Inc.,100,4170.69,11/17/2004 0:00,Shipped,Classic Cars,27,Philadelphia,USA
"Volvo Model Replicas, Co",100,2878.8,11/19/2004 0:00,On Hold,Classic Cars,20,Lule,Sweden
"Australian Collectors, Co.",100,5029.5,11/24/2004 0:00,Shipped,Classic Cars,30,Melbourne,Australia
Muscle Machine Inc,100,7396.8,12-01-04 0:00,Shipped,Classic Cars,48,NYC,USA
Euro Shopping Channel,93.49,2991.68,12-10-04 0:00,Shipped,Classic Cars,32,Madrid,Spain
Royale Belge,100,6275.72,01-10-05 0:00,Shipped,Classic Cars,34,Charleroi,Belgium
"Anna's Decorations, Ltd",56.85,1534.95,1/20/2005 0:00,Shipped,Classic Cars,27,North Sydney,Australia
"Toys of Finland, Co.",100,7264.53,02-09-05 0:00,Shipped,Classic Cars,39,Helsinki,Finland
Euro Shopping Channel,100,6869.05,2/22/2005 0:00,Shipped,Classic Cars,47,Madrid,Spain
Euro Shopping Channel,100,3353.02,3/15/2005 0:00,Shipped,Classic Cars,22,Madrid,Spain
Mini Caravy,100,8289.05,4/14/2005 0:00,Shipped,Classic Cars,55,Strasbourg,France
Euro Shopping Channel,100,11887.8,05-03-05 0:00,Shipped,Classic Cars,60,Madrid,Spain
Salzburg Collectables,100,5926.9,5/17/2005 0:00,Shipped,Classic Cars,35,Salzburg,Austria
La Rochelle Gifts,100,3793.16,5/31/2005 0:00,In Process,Classic Cars,28,Nantes,France
Danish Wholesale Imports,100,4330.1,02-11-03 0:00,Shipped,Trains,38,Kobenhavn,Denmark
"Dragon Souveniers, Ltd.",95.8,2011.8,4/16/2003 0:00,Shipped,Trains,21,Singapore,Singapore
Euro Shopping Channel,100,4837.18,06-06-03 0:00,Shipped,Trains,41,Madrid,Spain
Mini Gifts Distributors Ltd.,97.81,2151.82,08-08-03 0:00,Shipped,Trains,22,San Rafael,USA
Euro Shopping Channel,88.74,2573.46,9/28/2003 0:00,Shipped,Trains,29,Madrid,Spain
"Dragon Souveniers, Ltd.",100,5344.5,10/22/2003 0:00,Shipped,Trains,50,Singapore,Singapore
CAF Imports,100,3070.52,11-07-03 0:00,Shipped,Trains,29,Madrid,Spain
Mini Creations Ltd.,80.67,3952.83,11/14/2003 0:00,Shipped,Trains,49,New Bedford,USA
Super Scale Inc.,100,3564.75,11/26/2003 0:00,Shipped,Trains,35,New Haven,USA
"Saveley & Henriot, Co.",100,5614.56,01-02-04 0:00,Shipped,Trains,48,Lyon,France
Petit Auto,80.67,1855.41,2/18/2004 0:00,Shipped,Trains,23,Bruxelles,Belgium
giftsbymail.co.uk,95.8,4598.4,3/20/2004 0:00,Shipped,Trains,48,Cowes,UK
Land of Toys Inc.,100,5082.42,05-07-04 0:00,Cancelled,Trains,42,NYC,USA
Petit Auto,100,5450.59,7/21/2004 0:00,Shipped,Trains,47,Bruxelles,Belgium
Mini Gifts Distributors Ltd.,100,4174.92,8/20/2004 0:00,Shipped,Trains,36,San Rafael,USA
Amica Models & Co.,100,2418.24,09-09-04 0:00,Shipped,Trains,22,Torino,Italy
"AV Stores, Co.",91.76,3670.4,10/14/2004 0:00,Shipped,Trains,40,Manchester,UK
Heintze Collectables,100,2481.7,10/22/2004 0:00,Shipped,Trains,23,Aaarhus,Denmark
"Volvo Model Replicas, Co",100,3807.68,11-09-04 0:00,Shipped,Trains,32,Lule,Sweden
"La Corne D'abondance, Co.",100,2230.41,11/20/2004 0:00,Shipped,Trains,21,Paris,France
Euro Shopping Channel,93.04,3814.64,12-02-04 0:00,Shipped,Trains,41,Madrid,Spain
"Tokyo Collectables, Ltd",84.71,2117.75,1/26/2005 0:00,Shipped,Trains,25,Minato-ku,Japan
Euro Shopping Channel,100,3340.48,2/22/2005 0:00,Shipped,Trains,26,Madrid,Spain
Mini Gifts Distributors Ltd.,89.75,2154,3/23/2005 0:00,Shipped,Trains,24,San Rafael,USA
Gifts4AllAges.com,100,5808.48,05-06-05 0:00,On Hold,Trains,48,Boston,USA
Cruz & Sons Co.,68.35,1777.1,03-03-03 0:00,Shipped,Classic Cars,26,Makati City,Philippines
Marseille Mini Autos,73.17,1536.57,05-08-03 0:00,Shipped,Classic Cars,21,Marseille,France
Mini Gifts Distributors Ltd.,78,3510,07-02-03 0:00,Shipped,Classic Cars,45,San Rafael,USA
Collectables For Less Inc.,86.04,3097.44,09-05-03 0:00,Shipped,Classic Cars,36,Brickhaven,USA
Corporate Gift Ideas Co.,81.21,1705.41,10-10-03 0:00,Shipped,Classic Cars,21,San Francisco,USA
"Anna's Decorations, Ltd",70.76,2264.32,11-04-03 0:00,Shipped,Classic Cars,32,North Sydney,Australia
Herkku Gifts,82.82,2484.6,11-12-03 0:00,Shipped,Classic Cars,30,Bergen,Norway
"Toms Spezialitten, Ltd",94.88,3415.68,11/20/2003 0:00,Shipped,Classic Cars,36,Koln,Germany
Euro Shopping Channel,86.04,2839.32,12-02-03 0:00,Shipped,Classic Cars,33,Madrid,Spain
Auto Canal Petit,78,2730,1/15/2004 0:00,Shipped,Classic Cars,35,Paris,France
"Vida Sport, Ltd",95.69,3540.53,2/22/2004 0:00,Shipped,Classic Cars,37,Gensve,Switzerland
Danish Wholesale Imports,73.17,2999.97,04-09-04 0:00,Shipped,Classic Cars,41,Kobenhavn,Denmark
Auto Canal Petit,76.39,1527.8,5/26/2004 0:00,Shipped,Classic Cars,20,Paris,France
"Australian Collectables, Ltd",86.84,3907.8,07-02-04 0:00,Shipped,Classic Cars,45,Glen Waverly,Australia
Online Mini Collectables,69.96,2658.48,08-02-04 0:00,Shipped,Classic Cars,38,Brickhaven,USA
"Vida Sport, Ltd",70.76,3042.68,8/30/2004 0:00,Shipped,Classic Cars,43,Gensve,Switzerland
"Blauer See Auto, Co.",78.8,3861.2,10-04-03 0:00,Shipped,Classic Cars,49,Frankfurt,Germany
"Toms Spezialitten, Ltd",80.41,2171.07,10/16/2004 0:00,Shipped,Classic Cars,27,Koln,Germany
Microscale Inc.,73.98,3403.08,11-03-04 0:00,Shipped,Classic Cars,46,NYC,USA
Land of Toys Inc.,59.1,2245.8,11/15/2004 0:00,Shipped,Classic Cars,38,NYC,USA
"Australian Collectors, Co.",66.74,1668.5,11/24/2004 0:00,Shipped,Classic Cars,25,Melbourne,Australia
Suominen Souveniers,60.3,2773.8,01-06-05 0:00,Shipped,Classic Cars,46,Espoo,Finland
Euro Shopping Channel,100,2464,02-10-05 0:00,Shipped,Classic Cars,22,Madrid,Spain
Mini Gifts Distributors Ltd.,100,5491.6,03-04-05 0:00,Shipped,Classic Cars,40,San Rafael,USA
Baane Mini Imports,100,4791.82,1/29/2003 0:00,Shipped,Vintage Cars,46,Stavern,Norway
Mini Wheels Co.,100,4178.85,3/25/2003 0:00,Shipped,Vintage Cars,39,San Francisco,USA
"Corrida Auto Replicas, Ltd",82.34,3128.92,5/28/2003 0:00,Shipped,Vintage Cars,38,Madrid,Spain
Souveniers And Things Co.,100,3095.4,7/16/2003 0:00,Shipped,Vintage Cars,30,Chatswood,Australia
Signal Collectibles Ltd.,94.25,3958.5,09-12-03 0:00,Shipped,Vintage Cars,42,Brisbane,USA
Classic Legends Inc.,100,4991.44,10/20/2003 0:00,Shipped,Vintage Cars,43,NYC,USA
Rovelli Gifts,95.24,2761.96,11-05-03 0:00,Shipped,Vintage Cars,29,Bergamo,Italy
Mini Gifts Distributors Ltd.,86.31,2848.23,11-12-03 0:00,Shipped,Vintage Cars,33,San Rafael,USA
"Australian Collectables, Ltd",79.37,2539.84,11/21/2003 0:00,Shipped,Vintage Cars,32,Glen Waverly,Australia
Canadian Gift Exchange Network,87.3,2444.4,12-05-03 0:00,Shipped,Vintage Cars,28,Vancouver,Canada
West Coast Collectables Co.,100,4555.92,1/29/2004 0:00,Shipped,Vintage Cars,41,Burbank,USA
"Saveley & Henriot, Co.",100,3666.96,03-02-04 0:00,Shipped,Vintage Cars,33,Lyon,France
Euro Shopping Channel,84.33,3035.88,4/29/2004 0:00,Shipped,Vintage Cars,36,Madrid,Spain
The Sharp Gifts Warehouse,89.29,2321.54,6/14/2004 0:00,Shipped,Vintage Cars,26,San Jose,USA
Amica Models & Co.,100,3474.46,8/17/2004 0:00,Shipped,Vintage Cars,34,Torino,Italy
Auto-Moto Classics Inc.,96.23,2501.98,09-07-04 0:00,Shipped,Vintage Cars,26,Brickhaven,USA
Auto Assoc. & Cie.,100,3958.46,10-11-04 0:00,Shipped,Vintage Cars,38,Versailles,France
Mini Gifts Distributors Ltd.,100,3535.95,10/21/2004 0:00,Shipped,Vintage Cars,33,San Rafael,USA
"Blauer See Auto, Co.",91.27,3011.91,11-05-04 0:00,Shipped,Vintage Cars,33,Frankfurt,Germany
Mini Wheels Co.,100,11336.7,11/18/2004 0:00,Shipped,Vintage Cars,46,San Francisco,USA
"Australian Collectors, Co.",100,2656.94,11/29/2004 0:00,Shipped,Vintage Cars,26,Melbourne,Australia
Mini Gifts Distributors Ltd.,100,2604.25,12-10-04 0:00,Shipped,Vintage Cars,25,San Rafael,USA
Collectables For Less Inc.,73.08,3288.6,1/20/2005 0:00,Shipped,Vintage Cars,45,Brickhaven,USA
Mini Gifts Distributors Ltd.,100,8935.5,2/17/2005 0:00,Shipped,Vintage Cars,50,San Rafael,USA
Mini Auto Werke,100,4035.96,03-10-05 0:00,Shipped,Vintage Cars,36,Graz,Austria
Petit Auto,89.29,1875.09,5/30/2005 0:00,In Process,Vintage Cars,21,Bruxelles,Belgium
Cruz & Sons Co.,100,4049.56,03-03-03 0:00,Shipped,Classic Cars,29,Makati City,Philippines
Marseille Mini Autos,100,2469.39,05-08-03 0:00,Shipped,Classic Cars,21,Marseille,France
Mini Gifts Distributors Ltd.,100,5432.7,07-02-03 0:00,Shipped,Classic Cars,42,San Rafael,USA
Collectables For Less Inc.,100,4405.22,09-05-03 0:00,Shipped,Classic Cars,37,Brickhaven,USA
Corporate Gift Ideas Co.,100,3638,10-10-03 0:00,Shipped,Classic Cars,25,San Francisco,USA
"Anna's Decorations, Ltd",100,4444.92,11-04-03 0:00,Shipped,Classic Cars,36,North Sydney,Australia
Herkku Gifts,100,3395.48,11-12-03 0:00,Shipped,Classic Cars,22,Bergen,Norway
"Toms Spezialitten, Ltd",100,3414.58,11/20/2003 0:00,Shipped,Classic Cars,23,Koln,Germany
Euro Shopping Channel,100,5127.04,12-02-03 0:00,Shipped,Classic Cars,32,Madrid,Spain
Auto Canal Petit,100,3745.28,1/15/2004 0:00,Shipped,Classic Cars,28,Paris,France
"Vida Sport, Ltd",100,4564.08,2/22/2004 0:00,Shipped,Classic Cars,27,Gensve,Switzerland
Danish Wholesale Imports,100,6554.24,04-09-04 0:00,Shipped,Classic Cars,49,Kobenhavn,Denmark
Auto Canal Petit,100,6749.83,5/26/2004 0:00,Shipped,Classic Cars,41,Paris,France
"Australian Collectables, Ltd",100,8427.02,07-02-04 0:00,Shipped,Classic Cars,49,Glen Waverly,Australia
Online Mini Collectables,100,3924.6,08-02-04 0:00,Shipped,Classic Cars,30,Brickhaven,USA
"Vida Sport, Ltd",100,6761.6,8/30/2004 0:00,Shipped,Classic Cars,40,Gensve,Switzerland
"Blauer See Auto, Co.",100,3786.49,10-04-03 0:00,Shipped,Classic Cars,23,Frankfurt,Germany
"Toms Spezialitten, Ltd",100,6266.12,10/16/2004 0:00,Shipped,Classic Cars,49,Koln,Germany
"Volvo Model Replicas, Co",100,3491,11-03-04 0:00,Shipped,Classic Cars,25,Lule,Sweden
Cruz & Sons Co.,100,4405.22,11/16/2004 0:00,Shipped,Classic Cars,37,Makati City,Philippines
"Australian Collectors, Co.",100,6548.3,11/24/2004 0:00,Shipped,Classic Cars,55,Melbourne,Australia
Euro Shopping Channel,100,3177.91,12-07-04 0:00,Shipped,Classic Cars,23,Madrid,Spain
Suominen Souveniers,100,4142.64,01-06-05 0:00,Shipped,Classic Cars,24,Espoo,Finland
